id,cefr_level,word,plwords
1239,B2,personnel,personel;Personel;personelem;kadr;personelu
1240,A1,africa,Afryce;Afryki;Afryka;Afrykę;małpie
1241,A2,request,prośbę;prośba;prośbie;Prośba;prośby
1242,B1,located,Zlokalizowaliśmy;zlokalizowany;zlokalizował;zlokalizowane;zlokalizowałem
1243,B2,employee,pracownikiem;pracownika;pracownik;Pracownik;pracownicą
1244,A1,henry,Henry;Henrym;Henrego;Henriego;Wilcox
1245,A2,expression,wyrażenie;ekspresji;ekspresja;wyrażenia;wyrazem
1246,B1,teaching,nauczanie;nauczania;nauczaniu;uczenie;ucząc
1247,B1,reasonable,rozsądny;rozsądna;rozsądne;rozsądni;rozsądnym
1248,A2,step,krokiem;stopień;Krok;kroku;odsunąć
1249,B2,master,mistrzem;mistrza;mistrz;mistrzu;opanować
1250,A2,middle,gimnazjum;pośrodku;średniej;środek;połowie
1251,B1,responsible,odpowiedzialny;odpowiedzialna;odpowiedzialni;odpowiedzialnym;odpowiedzialne
1252,A2,agent,agentem;agentką;agentowi;agentko;agentkę
1253,A1,hall,korytarza;przedpokoju;hallu;ratuszu;hali
1254,A1,y,y;all;robicie;będziecie;chcecie
1255,A2,appeared,ukazał;pojawili;pojawiło;pojawiły;Pojawił
1256,A1,tried,Próbowałaś;Próbowałeś;Próbowała;Starałem;próbowaliśmy
1257,B1,practical,praktyczne;praktyczny;praktyczna;praktycznego;praktycznych
1258,B1,firm,kancelarię;kancelaria;kancelarii;firmą;Firma
1259,B1,instance,Przykładowo;przykładu;Weźmy;przypadek;przypadku
1260,B1,lead,ołów;ołowiu;poprowadzi;poprowadzić;prowadzenie
1261,B2,output,wyjściowe;wyjściowy;wyjściową;moczu;wydajności
1262,A1,ready,Przygotujcie;przygotuj;Przygotuj;Gotowa;Gotowy
1263,A2,pass,przepustkę;przepustki;podanie;podaj;zdać
1264,B1,principle,zasada;zasadę;zasadą;zasadami;Zasada
1265,B2,commerce,handlu;dyplomacji;handel;komercja;Handlowej
1266,A1,animals,zwierzęta;zwierzętami;zwierząt;Zwierzęta;zwierzętom
1267,A2,useful,użyteczny;użyteczne;przydatny;przydatne;użytecznego
1268,A1,items,przedmioty;przedmiotów;Rzeczy;skradzionych;rzeczami
1269,A1,matters,Liczy;liczy;Ważne;Najważniejsze;sprawami
1270,B1,relatively,stosunkowo;względnie;Względnie;miarę;prosta
1271,A2,professional,profesjonalistą;profesjonalnie;profesjonalistką;profesjonalny;profesjonalnym
1272,A2,easily,łatwością;łatwo;Łatwo;łatwe;łatwiej
1273,A1,hear,Słyszycie;usłyszę;usłyszysz;usłyszy;Słyszę
1274,B2,standard,standardowa;standardowe;standard;procedura;standardowy
1275,A1,bed,łóżek;łóżkiem;łóżko;położyć;łóżka
1276,A2,choice,wybór;Wybór;wyborem;dokonać;wyboru
1277,A1,easy,Niełatwo;łatwy;łatwa;łatwe;Łatwo
1278,A1,paragraph,akapit;paragraf;akapicie;akapitu;paragrafie
1279,A1,carry,nieść;noszą;noszę;nosisz;nosi
1280,B1,expenses,wydatki;wydatków;wydatkami;wydatkach;Wydatki
1281,A1,event,wydarzenie;wydarzeniu;wydarzeniem;zdarzenie;zdarzeń
1282,A1,trying,Próbujemy;Próbujesz;Próbuje;próbują;próbujesz
1283,B2,procedures,procedury;procedur;zabiegów;zabiegi;zabiegach
1284,A2,served,Służyłem;służył;służyłem;służyłeś;Służyłeś
1285,B2,deep,głęboka;głębokich;głębokiej;głębokie;głębokiego
1286,B1,frequency,częstotliwość;częstotliwości;częstotliwością;Częstotliwość;częstotliwościach
1287,B1,responsibility,odpowiedzialność;odpowiedzialności;odpowiedzialnością;odpowiadam;odpowiedzialni
1288,B2,assembly,apelu;zgromadzenie;apel;zgromadzeń;zgromadzeniu
1289,B2,neither,żadne;żadna;żaden;żadnego;Mnie
1290,A2,regular,regularnie;regularne;regularnych;regularny;stałym
1291,B1,variety,różnorodność;różnorodności;różnorodnych;odmiana;odmiany
1292,A2,image,wizerunek;wizerunku;wizerunkiem;obrazem;Obraz
1293,A1,blue,niebieski;niebieskim;niebieska;niebieskiego;niebieską
1294,A2,dead,martwą;zmarłych;trupem;martwe;martwego
1295,B1,contains,zawiera;Zawiera;zawierają;posiada;znajduje
1296,A1,teacher,nauczycielem;nauczyciel;nauczycielką;nauczyciela;nauczycielka
1297,B1,requires,wymaga;Wymaga;wymagają;poświęcenia;Prawo
1298,A1,thinking,myślenie;myślenia;myśląc;myślałeś;myślał
1299,B2,legislation,ustawodawstwo;prawodawstwo;ustawodawstwa;przeforsować;ustaw
1300,A2,error,Błąd;margines;błędu;marginesu;pomyłki
1301,A1,agreed,Zgodziliśmy;zgodziliśmy;Zgodził;uzgodniliśmy;Uzgodniliśmy
1302,A2,raised,wychował;wychowała;wychowany;wychowana;Wychowałam
1303,B2,reaction,reakcja;reakcji;reakcję;alergiczna;reakcją
1304,A2,net,sieć;siatkę;netto;siatką;Sieć
1305,A2,speed,szybkość;speed;wybieraniu;szybkości;maksymalna
1306,A2,task,zadaniu;Zadanie;zadania;zadaniem;specjalnej
1307,A2,drug,narkotyk;narkotyku;diler;narkotykowym;narkotykowy
1308,B1,appeal,apelację;apelacji;apelacja;apelacją;odwołanie
1309,A1,glass,szkło;szkła;szklane;szklanka;szkłem
1310,A2,gone,zniknęły;zniknęła;odeszła;odszedł;zniknął
1311,B1,policies,polis;politykę;polityki;polityką;ubezpieczeniowych
1312,B2,assessment,ocena;ocenę;oceną;Ocena;oceny
1313,A2,mark,zapytania;znamię;Znak;znakiem;znaku
1314,B1,treated,traktowany;traktowana;traktowani;leczony;traktowałem
1315,B1,containing,zawierający;zawierające;zawierającą;zawierających;zawierającej
1316,A1,successful,sukcesy;udane;udana;udanego;udany
1317,A1,ideas,pomysły;pomysłów;pomysłami;idee;idei
1318,A2,lack,brakiem;braku;Brakuje;zainteresowania;wyobraźni
1319,B2,will,zrobię;zostanie;Będzie;Będę;będą
1320,A2,names,imiona;imion;imionami;nazw;Nazwiska
1321,B1,nuclear,nuklearne;nuklearnym;nuklearnych;nuklearnego;jądrowy
1322,B2,administrative,administracyjne;administracji;administracyjnych;administracyjny;administracyjna
1323,A2,arms,ramionach;ramionami;ramiona;ramion;otwartymi
1324,A1,top,top;górnej;szczytu;ściśle;szczyt
1325,A2,accepted,przyjęte;Przeprosiny;przyjęta;zaakceptowali;zaakceptował
1326,B1,obtain,uzyskanie;uzyskania;otrzymać;zyskać;uzyskać
1327,A1,dollars,dolary;miliard;miliardy;miliardów;000
1328,A2,entered,wkroczył;weszło;weszliśmy;Wszedł;weszli
1329,A2,move,przesunąć;poruszać;rusza;wprowadzić;przeprowadzić
1330,A1,cut,cięcie;przeciąć;wyciąć;Cięcie;odciął
1331,B1,existence,egzystencji;istnienie;egzystencja;egzystencję;istnienia
1332,B1,leading,prowadzące;prowadzącą;prowadząc;prowadzący;Prowadzi
1333,A2,manager,kierownikiem;menadżerem;menadżer;kierownik;managerem
1334,A2,returned,powrócił;zwrócone;powróciła;Wrócił;zwrócił
1335,A1,showing,pokazujesz;pokazując;pokazuję;Pokazuje;pokazanie
1336,B1,christian,
1337,B1,benefit,benefis;korzyścią;korzyści;korzyść;kredyt
1338,A2,film,sfilmować;filmować;filmowej;filmowym;filmowy
1339,A1,u,Cie;Pa;U;Ciebie;Ci
1340,A2,create,stworzymy;tworzymy;tworzenia;tworzyć;tworzą
1341,A1,stop,przystanek;stop;stój;zatrzymaj;zatrzyma
1342,B1,location,lokalizację;lokalizacja;lokalizacji;Lokalizacja;lokację
1343,A1,holding,Trzymasz;trzymając;Trzymam;trzymają;trzymasz
1344,A1,sold,sprzedał;Sprzedałem;sprzedałem;Sprzedałeś;sprzedałeś
1345,A1,orders,rozkazy;Rozkazy;zamówienia;zamówień;rozkazów
1346,A1,banks,banki;banków;bankach;Banki;bankom
1347,A1,miss,Tęsknię;Tęsknisz;tęsknię;tęsknisz;tęsknić
1348,A2,better,lepszą;lepszym;lepsza;lepszego;lepszy
1349,B1,industries,Industries;przemysłu;przemysł;Bass;Gillis
1350,A1,actions,czyny;czynów;działań;konsekwencji;akcje
1351,B2,revenue,dochodów;dochodu;dochody;przychodów;dochód
1352,A2,models,modele;modelki;modeli;modelek;modelkami
1353,B1,election,wybory;wyborów;wyborach;wyborami;Wybory
1354,A1,introduced,przedstawił;przedstawieni;przedstawiłem;przedstawiono;przedstawiła
1355,A2,summary,podsumowanie;streszczenie;Podsumowując;podsumowania;podsumowując
1356,A2,prevent,zapobiec;zapobiegnie;zapobiegać;uniemożliwić;uchronić
1357,B2,fiscal,fiskalny;fiskalną;fiskalna;budżetowym;deficyt
1358,A2,thousand,tysiącem;Tysiąc;tysiąca;Tysiące;tysiąc
1359,A1,families,rodzin;rodzinami;rodzinom;rodzinach;Rodziny
1360,A1,picture,obrazek;zdjęciem;Zdjęcie;obrazu;zdjęciu
1361,B2,urban,miejskich;miejski;miejskim;miejskiego;miejskie
1362,A1,changed,Zmieniła;Zmieniłeś;Zmienił;Zmieniłaś;Zmieniłam
1363,B2,soviet,
1364,A1,cities,miast;miastach;miastami;Miasta;dużych
1365,B2,potential,potencjał;potencjalnych;potencjału;potencjalne;potencjalnym
1366,A2,courts,sądy;sądach;sądów;Sądy;korty
1367,B2,evaluation,ocenę;oceny;ocena;psychologiczną;ocenie
1368,B1,eastern,wschodnim;wschodniej;wschodniego;wschodnich;wschodnie
1369,B2,compensation,rekompensaty;rekompensatę;odszkodowanie;rekompensata;odszkodowania
1370,A1,standing,stojąco;Stoisz;stojąc;Stoję;Stoi
1371,B2,purchase,zakup;zakupu;zakupić;zakupie;zakupem
1372,A2,square,kwadratowych;kwadrat;kwadratowe;placu;pierwiastek
1373,A2,labour,rodzić;robocza;robót;roboczej;poród
1374,B1,foundation,fundacji;fundację;fundamenty;fundament;Fundacja
1375,A1,remember,Pamięta;zapamiętać;pamiętał;pamiętaj;pamięta
1376,A2,myself,osobiście;Sama;Sam;zrobię;sama
1377,B1,above,powyżej;nade;wyżej;ziemią;prawem
1378,B1,network,sieć;Sieć;siecią;siatki;siatkę
1379,B1,investigation,Śledztwo;śledztwem;śledztwie;dochodzeniu;dochodzenia
1380,A1,someone,komuś;kimś;innym;kogo;inny
1381,B1,mental,psychiatryka;psychiatrycznym;psychiatrycznego;umysłową;umysłowe
1382,A2,freedom,wolność;wolności;wolnością;Wolność;swobodę
1383,A2,sound,Brzmisz;brzmisz;dźwięku;odgłos;zabrzmieć
1384,A1,closed,zamknięta;Zamknięte;zamknięto;Zamknęli;zamknąłem
1385,A2,whatever,czymkolwiek;nieważne;zechcesz;Zrobię;Cokolwiek
1386,A1,wrote,Napisałeś;Napisałam;Napisała;Napisałem;napisałaś
1387,B1,support,podtrzymywania;wesprzeć;wsparciem;wspierał;poparcia
1388,B1,laboratory,laboratorium;laboratoryjnych;laboratoryjne;Laboratorium;pracowni
1389,B1,regulation,regulacja;regulacje;rozporządzenia;regulaminowe;przepisy
1390,A2,chinese,chiński;chińskim;chińskiego;chińsku;Chinka
1391,A1,sum,sum;sumę;sumą;podsumować;sumkę
1392,B1,determination,determinacja;determinacji;determinację;determinacją;Determinacja
1393,A1,interesting,interesujące;interesujący;ciekawe;interesująca;interesującego
1394,B2,rural,wiejskich;wiejskiej;wiejskie;wiejska;wiejskim
1395,A2,completed,ukończone;ukończony;ukończona;zakończony;ukończyłem
1396,A1,ratio,stosunek;proporcje;Stosunek;współczynnik;proporcji
1397,B1,pattern,wzór;wzorzec;wzoru;wzorca;Wzór
1398,B1,taxes,podatki;podatków;podatkami;podatkach;Podatki
1399,B1,concept,koncepcja;koncept;koncepcję;koncepcji;pojęciem
1400,A1,trees,drzew;drzewa;drzewach;drzewami;Drzewa
1401,B2,remains,szczątki;szczątków;Szczątki;szczątkach;Pozostaje
1402,A2,lands,ziemie;ziem;ląduje;wyląduje;ziemiach
1403,A2,negative,negatywne;negatywny;negatywnie;negatywnych;negatyw
1404,A1,bar,bar;baru;barem;Bar;barze
1405,B1,fuel,paliwa;paliwo;paliwowe;paliwem;Paliwo
1406,B2,publication,publikacji;publikację;publikacje;publikacją;opublikować
1407,A1,hill,wzgórzu;wzgórze;wzgórza;wzgórzem;górki
1408,B1,completely,Kompletnie;Zupełnie;Całkowicie;kompletnie;totalnie
1409,A2,expressed,wyraził;wyrażone;wyraziła;Wyraził;wyrazili
1410,B1,merely,Jedynie;ledwie;zaledwie;jedynie;Chciałem
1411,A2,accounts,kont;kontach;zagraniczne;zagranicznych;rachunków
1412,B2,developing,rozwijających;rozwija;rozwijają;rozwijać;krajach
1413,A1,experimental,eksperymentalne;eksperymentalny;eksperymentalnej;eksperymentalną;doświadczalny
1414,A1,subjects,poddanych;poddani;poddanymi;obiekty;badanych
1415,A1,eye,Oko;wzrokowy;oka;Miej;wzrok
1416,A1,w,Czekaj;On;robisz;sposób;Cóż
1417,A2,increases,zwiększa;wzrasta;wzmaga;zwiększy;wzrośnie
1418,A1,thereof,ustaw;religijnych;Kongres;Foster;sprawił
1419,A1,classes,klas;zajęciami;kursy;lekcjach;zajęć
1420,B1,improvement,poprawa;poprawy;poprawę;ulepszeniem;postęp
1421,B2,relief,ulga;ulgę;ulgi;ulgą;Ulżyło
1422,B1,representative,przedstawiciel;przedstawiciela;przedstawicielem;reprezentantem;reprezentanta
1423,A1,articles,artykuły;artykułów;Artykuły;artykułami;gazetach
1424,A1,sun,słońcu;sun;słońcem;wschodzi;wzejdzie
1425,A2,indicate,wskazywać;wskazywałoby;Czujniki;wskazywało;wskazują
1426,A1,fields,polach;pola;pól;Pola;dziedzinach
1427,A1,mm,mm;Mm;milimetrów;kalibru;kaliber
1428,B1,intended,zamierzał;przeznaczony;zamierzałem;przeznaczone;zamiaru
1429,A1,animal,zwierzę;zwierzęciem;zwierzęcia;zwierze;Zwierzę
1430,A1,re,Są;rację;Jesteśmy;mówisz;robisz
1431,A1,ohio,Ohio;Dayton;Ridgeview;Akron;Columbus
1432,B2,faith,wiarę;wiara;wiary;wiarą;wierze
1433,A1,feeling,przeczucia;przeczucie;Czujesz;uczucie;uczucia
1434,A1,speak,osobności;pomówić;Mówisz;panem;angielsku
1435,B1,techniques,techniki;technik;technikach;technikę;technika
1436,A1,european,europejski;europejskie;Europy;europejskiej;europejską
1437,A2,outside,spoza;dworze;miastem;domem;drzwiami
1438,B1,appointed,mianowany;wyznaczył;mianował;wyznaczony;wyznaczona
1439,B2,secondary,drugorzędne;wtórne;drugorzędny;zapasowych;zapasowe
1440,A2,branch,gałąź;gałęzi;gałązkę;gałązka;Gałąź
1441,B1,regarding,dotyczący;dotyczącą;dotyczących;dotyczące;odnośnie
1442,A1,mary,Mary;Merry;Krwawa;Boża;Marii
1443,B1,forth,przód;naprzód;tył;przodu;świat
1444,B1,decisions,decyzje;podejmował;podejmuję;podejmują;podejmujemy
1445,A1,telephone,telefoniczny;słup;telefoniczna;telefoniczną;telefonicznych
1446,B1,bonds,obligacje;obligacji;obligacjach;okaziciela;Obligacje
1447,B2,statistics,statystyki;statystyk;Statystyki;statystyka;statystykami
1448,B2,previously,poprzednio;uprzednio;odcinkach;Poprzednio;poprzednich
1449,B1,maintain,podtrzymać;utrzymania;utrzymywać;utrzymanie;porządek
1450,B1,entirely,całości;wyłącznie;kompletnie;pełni;całkowicie
1451,A1,girl,dziewczyno;dziewczynkę;Dziewczyna;dziewczynką;dziewczynie
1452,B1,contained,zawierała;zawierał;zawierały;opanowana;zawarta
1453,A2,gold,złoto;złota;złotem;złocie;złote
1454,A2,details,szczegóły;szczegółów;Szczegóły;szczegółach;szczegółami
1455,A1,buildings,budynki;budynków;budynkach;budynkami;Budynki
1456,B1,frequently,najczęściej;odwiedzał;regularnie;Często;częściej
1457,A2,rock,skałę;skałą;skała;skale;kamieniem
1458,A1,uses,używa;Używa;korzysta;Wykorzystuje;wykorzystuje
1459,A1,tree,drzewo;drzewie;drzewem;drzewko;Drzewo
1460,B1,vice,versa;obyczajówce;obyczajówki;nałóg;wicedyrektorem
1461,A2,cause,przyczyną;spowodować;sprawy;śmierci;powodu
1462,A2,establish,ustanowić;ustalenia;ustalimy;ustalić;alibi
1463,B1,constitution,konstytucji;konstytucję;konstytucja;Konstytucja;konstytucją
1464,A1,milk,mleko;mleka;mlekiem;mleku;Mleko
1465,A2,represented,reprezentował;reprezentowany;reprezentowana;reprezentowane;reprezentowała
1466,A2,performed,występował;autopsję;wykonaniu;przeprowadził;rytuał
1467,A2,cash,gotówkę;gotówka;gotówki;gotówką;gotówce
1468,A1,early,wcześnie;Wcześnie;wczesne;wczesny;wczesnych
1469,B1,comparison,porównania;porównanie;porównaniu;blednie;porównywać
1470,B1,foot,stopę;stopa;stopą;stopie;pieszo
1471,B1,aspects,aspekty;aspektów;aspektach;aspektami;aspektem
1472,A1,interested,zainteresowany;zainteresowana;zainteresowani;Interesuje;interesujesz
1473,A1,o,dwunastej;siódmej;czwartej;piątej;dziesiątej
1474,B2,living,żyjących;żywych;salonu;salonie;mieszkasz
1475,A1,fourth,czwarty;czwartej;czwartą;czwarta;czwartym
1476,A2,coast,wybrzeża;wybrzeże;wybrzeżu;wybrzeży;wybrzeżem
1477,A1,boy,chłopczyk;Chłopiec;chłopcu;Chłopak;chłopcze
1478,B2,somewhat,poniekąd;pewnym;nieco;rodzaju;jakoś
1479,A1,husband,mężu;Mąż;mężowi;mężem;męża
1480,A2,share,dzielimy;dzielą;dzielić;podzielić;udział
1481,A1,smaller,mniejsze;mniejszy;mniejszych;mniejszego;mniejsza
1482,A1,german,
1483,B1,reduce,zredukować;zmniejszyć;zmniejszenia;zmniejszą;zmniejszy
1484,A1,copy,kopię;kopia;egzemplarz;skopiować;kopii
1485,B2,resistance,oporu;opór;oporem;odporność;Ruch
1486,A2,context,kontekście;wyrwane;wyjęte;jakim;zrozumieć
1487,B2,moving,porusza;rusza;Ruszać;Ruszaj;ruchu
1488,A2,running,uciekasz;Kończy;biegać;ucieka;uciekać
1489,B1,despite,pomimo;wysiłków;pomijając;Pomimo;wbrew
1490,A1,speech,przemowa;przemówienie;przemowę;mowę;przemowy
1491,A2,structures,struktury;struktur;budowle;konstrukcje;Struktury
1492,A1,dry,suche;suchy;sucha;suchym;suchego
1493,B2,authorized,upoważniony;upoważniona;upoważnił;zatwierdził;upoważnieni
1494,B1,removed,usunięty;usunięte;usunięto;usunięta;usunął
1495,B1,granted,pewnik;Udzielam;przyznany;Zezwalam;Dostęp
1496,B1,ordinary,zwyczajny;zwyczajna;zwyczajnym;zwyczajne;zwykłych
1497,B1,concentration,koncentracji;koncentrację;koncentracja;koncentracyjnych;stężenie
1498,B2,whereas,natomiast;Natomiast;tymczasem;Podczas;podczas
1499,A1,quickly,prędko;szybkie;działać;najszybciej;szybciej
1500,A1,stood,Stałam;Stałem;wystawił;Stał;stałam
1501,B2,media,Media;media;mediami;medialny;mediów
1502,B2,percentage,odsetek;Procent;procentu;procenty;procenta
1503,A2,saying,Mówisz;mówiłem;mówiąc;mówią;mówił
1504,A2,testing,testuje;testują;testowania;testowanie;Sprawdzasz
1505,B1,duties,obowiązki;obowiązków;obowiązkami;obowiązkach;wypełniać
1506,B1,relating,odnoszące;związanego;związanych;powiązane;You
1507,A1,richard,Richard;Richardowi;Richarda;Richardem;Braci
1508,B1,element,element;pierwiastek;elementem;żywiole;elementu
1509,A2,herself,popełniła;zadbać;samobójstwo;próbowała;samą
1510,B1,railroad,kolei;Kolej;koleją;kolejowy;kolejowa
1511,B1,affected,wpłynęło;wpłynęła;wpłynął;dotknęło;dotknięty
1512,B1,alternative,alternatywa;alternatywę;alternatywy;alternatywą;alternatywny
1513,B1,assets,aktywa;aktywów;aktywach;majątku;majątek
1514,A2,popular,popularny;popularna;popularne;popularnym;popularni
1515,A1,hot,gorących;gorącego;Gorąco;gorące;gorący
1516,A2,traffic,korki;korków;korkach;drogówki;drogowych
1517,B1,governor,gubernatora;gubernator;gubernatorem;Gubernator;gubernatorowi
1518,A1,winter,zimy;zimę;zima;zimą;zimie
1519,A2,doubt,Wątpię;wątpienia;wątpię;wątpić;wątpliwość
1520,A1,opened,Otworzyłem;otworzyłem;Otworzyłam;Otworzyłeś;Otworzył
1521,A1,steps,kroki;kroków;kroczki;krokami;schody
1522,B1,pain,przeciwbólowe;Ból;bólem;bóle;brzucha
1523,B1,processing,przetwarzania;przetwarzanie;przetwarza;przetwórni;bada
1524,A1,examples,przykłady;przykładów;przykładu;przykładem;przypadków
1525,B2,convention,zjazd;konwencji;zjeździe;konwent;konwencję
1526,A1,game,grą;Gra;meczu;grze;zabawa
1527,A1,stone,kamień;kamienia;kamieniu;kamienne;kamiennych
1528,A2,traditional,tradycyjny;tradycyjne;tradycyjnym;tradycyjnych;tradycyjną
1529,B2,circuit,obwód;obwodu;obwodzie;obwody;obwodów
1530,A1,brother,braciszku;bratu;Brat;bracie;bratem
1531,B1,authorities,władze;władzom;Władze;władzami;władz
1532,A1,owner,właściciel;właściciela;Właściciel;właścicielem;właścicielowi
1533,B1,storage,przechowywania;przechowalni;chłodni;magazynów;składzik
1534,B1,assistant,asystentka;asystentką;asystent;asystentem;asystenta
1535,A1,practices,praktyki;praktyk;praktykuje;treningi;praktykach
1536,A2,plate,talerz;talerzu;talerza;płytkę;płytę
1537,B1,worth,Warto;warci;warty;warta;warto
1538,B1,representatives,przedstawicieli;reprezentanci;przedstawicielami;przedstawiciele;reprezentantów
1539,B1,setting,wrabia;ustawienie;pułapkę;słońca;słońce
1540,A1,ordered,zamówił;Zamówiłem;zamówiłem;Zamówiłam;rozkazał
1541,A2,paris,Paryża;Paryżu;Paryż;Paris;Paryżem
1542,A2,style,styl;stylem;Styl;style;stylu
1543,B1,definition,definicji;definicję;definicją;Definicja;definicje
1544,A2,living,żyjących;żywych;salonu;salonie;mieszkasz
1545,B1,medium,medium;średni;średnie;średnio;średniego
1546,A1,ones,jedynymi;bliskich;tymi;nowe;wy
1547,A2,african,afrykańskie;afrykańskiej;afrykański;afrykańskiego;afrykańskim
1548,A1,learn,ucz;naucz;nauczyłaś;nauczysz;uczysz
1549,A1,iv,IV;kroplówkę;dożylnie;Kroplówka;antybiotyk
1550,B2,latter,drugich;drugie;druga;drugim;Raczej
1551,B1,conclusion,wniosku;konkluzji;konkluzja;Podsumowując;Wniosek
1552,A2,village,wioski;wiosce;wioska;wioskę;Wioska
1553,A1,wrong,Mylisz;błędzie;zrozum;myli;złej
1554,B1,damage,szkód;Uszkodzenia;zniszczeń;uszkodzeń;wyrządzić
1555,B1,measured,mierzona;mierzone;mierzy;zmierzyłem;zmierzył
1556,B1,causes,powoduje;Powoduje;wywołuje;powodują;spowoduje
1557,A1,radio,radio;radia;radiu;radiem;radiowe
1558,B1,slightly,nieznacznie;lekko;delikatnie;odrobinę;troszkę
1559,A2,send,Wyślemy;przysłać;posłać;wyślą;wyślij
1560,B1,absence,nieobecność;nieobecności;urlop;braku;wolne
1561,B1,permit,pozwolenie;zezwolenie;zezwolenia;Pozwolenie;pozwolenia
1562,A2,help,Pomożesz;Pomogę;pomóż;pomagać;pomożesz
1563,A2,married,zamężna;mężatką;żonaty;ożenił;ożenić
1564,A1,thirty,trzydzieści;trzydziestu;trzydziestki;130;Trzydzieści
1565,A2,advanced,zaawansowane;zaawansowana;zaawansowany;zaawansowaną;zaawansowanej
1566,A2,valley,doliny;dolinie;dolinę;dolina;Valley
1567,B1,limit,limit;limitu;ograniczać;ograniczyć;ograniczeń
1568,B2,loan,pożyczkę;pożyczki;pożyczka;Pożyczka;lichwiarza
1569,B1,transport,transportu;transport;przetransportować;transportem;Transport
1570,B1,occurred,Przyszło;nastąpiło;nastąpiła;dotarło;przyszło
1571,A1,team,Zespół;Drużyna;drużyną;zespołem;zespole
1572,A1,begin,Zaczynajmy;rozpocznie;zaczynać;Zaczniemy;rozpocząć
1573,A2,enter,wejdziesz;wchodzić;wejdzie;wprowadzić;wejście
1574,B2,tons,ton;tony;tonami;waży;metalu
1575,A1,memory,pamięć;wspomnienie;wspomnieniem;Pamięć;pamięcią
1576,B1,respectively,
1577,A2,japanese,japońską;Japończycy;japońskiego;japoński;japońskie
1578,A2,remained,pozostał;pozostawał;pozostała;pozostały;pozostało
1579,B2,components,komponenty;składniki;składników;elementów;elementy
1580,B2,payments,płatności;rat;raty;opłatami;wpłaty
1581,A2,advantage,przewagę;przewaga;przewagi;wykorzystują;wykorzystywać
1582,A1,clinical,klinicznej;kliniczny;psychologiem;psychologii;depresji
1583,A2,goes,wraca;wychodzi;pójdzie;idzie;dalej
1584,B1,amounts,kwoty;ilościach;sumy;promieniowania;ilością
1585,A2,second,sekundkę;Druga;Drugi;sekundę;sekundy
1586,B1,finding,znalezieniem;znalezieniu;odnalezienie;szukaniu;znalezienia
1587,B1,railway,Kolej;kolejowy;koleją;kolejowego;kolejowych
1588,B2,manufacturing,produkcyjny;fabryczny;produkcyjnych;produkcyjne;przemysłowych
1589,A1,spent,Spędziliśmy;spędziłeś;Spędziłam;spędziła;spędziliśmy
1590,A2,avoid,uniknąć;unikać;unikaj;unikają;unikniemy
1591,B1,connected,połączeni;połączony;połączone;połączona;podłączony
1592,A1,hair,Włosy;fryzura;fryzurę;włosach;włos
1593,A2,principal,dyrektora;dyrektorem;dyrektor;dyrektorowi;dyrektorka
1594,A1,accordance,zgodzie;życzeniem;regulaminem;artykułem;stracony
1595,A2,royal,królewskiej;królewski;królewskie;królewskiego;królewska
1596,A1,pages,stron;Strony;stronami;kartek;kartki
1597,B2,sector,sektorze;sektor;sektora;Sektor;sektorem
1598,A2,represent,reprezentować;Reprezentuję;reprezentują;reprezentuję;reprezentował
1599,A1,fair,fair;sprawiedliwe;niesprawiedliwe;uczciwe;nieuczciwe
1600,B1,waste,marnotrawstwo;odpady;marnuj;marnujmy;zmarnować
1601,A1,jurisdiction,jurysdykcji;jurysdykcją;jurysdykcja;jurysdykcję;podlega
1602,B1,conducted,przeprowadzony;przeprowadzono;przeprowadzone;przeprowadzał;przeprowadziliśmy
1603,B1,session,sesję;sesji;sesja;Sesja;sesje
1604,A1,britain,
1605,B1,experiments,eksperymenty;eksperymentów;eksperymentach;eksperymentami;zwierzętach
1606,A1,bottom,dolnej;sedna;dna;dnie;dołu
1607,B1,selection,selekcji;selekcja;selekcję;Wybór;doboru
1608,B1,opening,otwarciu;otwarcie;otwarciem;Otwieram;Otwiera
1609,B2,yield,Poddaję;wydajność;ustąpię;ustąpi;ustąpić
1610,B1,extended,przedłużony;przedłużył;przedłużone;dalszej;dłuższy
1611,A1,attorney,pełnomocnictwo;Adwokat;adwokatem;adwokat;obrońcą
1612,B1,stress,stres;stresu;stresem;pourazowego;Stres
1613,A2,named,niejakiego;niejaki;nazwisku;imieniem;nazwiskiem
1614,B1,guide,przewodnik;przewodnika;przewodnikiem;Przewodnik;przewodniku
1615,B1,occurs,występuje;następuje;dotarło;dochodzi;nastąpi
1616,B2,references,referencje;referencji;odniesienia;odniesień;wzmianki
1617,A1,hence,Stąd;Precz;nazwa;niech;*
1618,A2,argument,argument;argumenty;argumentu;argumentem;kłótnia
1619,B1,religion,religii;religia;religię;religią;Religia
1620,A1,medicine,medycyna;medycynie;medycynę;lekarstwo;medycyny
1621,B1,marked,oznaczone;naznaczony;oznaczony;zaznaczone;Zaznaczyłem
1622,A2,centre,ośrodek;ośrodku;handlowym;Centrum;dowodzenia
1623,A2,brown,brązowy;brązowe;brązowa;brązowego;brązową
1624,A2,agents,agentów;agenci;Agenci;agentami;federalni
1625,B1,politics,polityce;polityka;polityki;politykę;polityką
1626,A2,printed,wydrukowane;wydrukował;drukowane;wydrukowałem;wydrukowano
1627,B1,permanent,stałe;stałego;trwałą;stałej;stałą
