external_id,front_text,explanation
0173,Jaki jest wzór na pole powierzchni całkowitej stożka?,Pole powierzchni całkowitej stożka wynosi $P_c=\pi r(r+l)$.
0174,Jaki jest wzór na objętość stożka?,Objętość stożka wynosi $V=\frac{1}{3}\pi r^2h$.
0175,Co oznacza $r$ we wzorach na stożek?,Symbol $r$ oznacza promień podstawy stożka.
0176,Co oznacza $h$ we wzorach na stożek?,Symbol $h$ oznacza wysokość stożka.
0177,Co oznacza $l$ we wzorach na stożek?,Symbol $l$ oznacza tworzącą stożka.
0178,Jaki jest wzór na pole powierzchni całkowitej kuli?,Pole powierzchni całkowitej kuli wynosi $P_c=4\pi r^2$.
0179,Jaki jest wzór na objętość kuli?,Objętość kuli wynosi $V=\frac{4}{3}\pi r^3$.
0180,Co oznacza $r$ we wzorach na kulę?,Symbol $r$ oznacza promień kuli.
0181,Jakie ograniczenie spełnia prawdopodobieństwo dowolnego zdarzenia $A\subset\Omega$?,Dla każdego zdarzenia $A\subset\Omega$ zachodzi $0\le P(A)\le 1$.
0182,Ile wynosi prawdopodobieństwo zdarzenia niemożliwego $\emptyset$?,Zachodzi $P(\emptyset)=0$.
0183,Ile wynosi prawdopodobieństwo zdarzenia pewnego $\Omega$?,Zachodzi $P(\Omega)=1$.
0184,"Jaka zależność zachodzi, gdy $A\subset B\subset\Omega$?","Dla zdarzeń $A$ oraz $B$ takich, że $A\subset B\subset\Omega$, zachodzi $P(A)\le P(B)$."
0185,Jaki jest wzór na prawdopodobieństwo zdarzenia przeciwnego $A'$?,Dla zdarzenia $A\subset\Omega$ zachodzi $P(A')=1-P(A)$.
0186,Jaki jest wzór na prawdopodobieństwo sumy dwóch zdarzeń $A\cup B$?,"Dla zdarzeń $A,B\subset\Omega$ zachodzi $P(A\cup B)=P(A)+P(B)-P(A\cap B)$."
0187,Jak oszacować prawdopodobieństwo sumy dwóch zdarzeń $A\cup B$?,"Dla zdarzeń $A,B\subset\Omega$ zachodzi $P(A\cup B)\le P(A)+P(B)$."
0188,Jak brzmi klasyczna definicja prawdopodobieństwa?,"Jeżeli $\Omega$ jest niepustym skończonym zbiorem wszystkich zdarzeń elementarnych i wszystkie zdarzenia jednoelementowe są jednakowo prawdopodobne, to $P(A)=\frac{|A|}{|\Omega|}$."
0189,Co oznacza $|A|$ we wzorze $P(A)=\frac{|A|}{|\Omega|}$?,Symbol $|A|$ oznacza liczbę zdarzeń elementarnych sprzyjających zdarzeniu losowemu $A$.
0190,Co oznacza $|\Omega|$ we wzorze $P(A)=\frac{|A|}{|\Omega|}$?,Symbol $|\Omega|$ oznacza liczbę elementów zbioru $\Omega$.
0191,"Jaki jest wzór na średnią arytmetyczną liczb $a_1,a_2,\ldots,a_n$?",Średnia arytmetyczna wynosi $\bar{a}=\frac{a_1+a_2+\ldots+a_n}{n}$.
0192,"Jaki jest wzór na średnią ważoną liczb $a_1,a_2,\ldots,a_n$ z wagami $w_1,w_2,\ldots,w_n$?",Średnia ważona wynosi $\bar{s}=\frac{w_1a_1+w_2a_2+\ldots+w_na_n}{w_1+w_2+\ldots+w_n}$.
0193,Jak wyznaczamy medianę dla nieparzystej liczby danych?,"Dla uporządkowanego niemalejąco zbioru $n$ danych, gdy $n$ jest nieparzyste, medianą jest $a_{\frac{n+1}{2}}$."
0194,Jak wyznaczamy medianę dla parzystej liczby danych?,"Dla uporządkowanego niemalejąco zbioru $n$ danych, gdy $n$ jest parzyste, medianą jest $\frac{1}{2}\left(a_{\frac{n}{2}}+a_{\frac{n}{2}+1}\right)$."
0195,Co mówi reguła dodawania w kombinatoryce?,"Jeżeli można wybrać jedną z kilku rozłącznych możliwości, to liczby możliwości dodajemy, np. $m+n$."
0196,Kiedy stosujemy regułę dodawania?,"Gdy wybieramy albo jedną możliwość, albo drugą, a przypadki się nie pokrywają."
0197,Co mówi reguła mnożenia w kombinatoryce?,"Jeżeli wybór składa się z kolejnych etapów, to liczby możliwości mnożymy, np. $m \cdot n$."
0198,Kiedy stosujemy regułę mnożenia?,"Gdy wykonujemy kilka wyborów po kolei, np. wybór cyfry setek, potem dziesiątek, potem jedności."
0199,Jak odróżnić regułę dodawania od reguły mnożenia?,"Dodawanie odpowiada sytuacji „lub”, a mnożenie sytuacji „i potem”."
0200,Dlaczego przypadki w regule dodawania muszą być rozłączne?,Bo inaczej ten sam wynik może zostać policzony więcej niż raz.
0201,Jak liczyć zadania z cyframi w kombinatoryce?,Dzielimy problem na miejsca i mnożymy liczbę możliwości na każdym miejscu.
0202,"Czy na podstawie trzeba znać permutacje, kombinacje i wariacje?",Nie. Na poziomie podstawowym zwykle wystarcza reguła dodawania i reguła mnożenia.
0203,Czym jest dominanta?,"To wartość, która występuje najczęściej w zbiorze danych."
0204,Co jeśli są dwie dominanty?,"Zestaw ma dwie dominanty, jeśli dwie wartości występują najczęściej i mają tę samą największą liczebność."
0205,Czy zawsze istnieje dominanta?,"Nie. Dominanta nie istnieje, jeśli wszystkie wartości występują tyle samo razy."
0206,Jak znaleźć dominantę?,Szukamy wartości z największą liczebnością.
0207,Czym jest punkt przecięcia dwóch prostych?,"To punkt, który spełnia oba równania prostych."
0208,Jak znaleźć punkt przecięcia dwóch prostych?,Rozwiązujemy układ równań tych dwóch prostych.
0209,Jak znaleźć punkt przecięcia prostych $y=a_1x+b_1$ i $y=a_2x+b_2$?,"Rozwiązujemy równanie $a_1x+b_1=a_2x+b_2$, a potem podstawiamy wyznaczone $x$ do jednego z równań prostych."
0210,Kiedy proste nie mają punktu wspólnego?,"Gdy mają ten sam współczynnik kierunkowy i różne wyrazy wolne, czyli są równoległe i różne."
0211,Kiedy proste mają nieskończenie wiele punktów wspólnych?,Gdy są tą samą prostą.
0212,Czym jest nierówność kwadratowa?,"To nierówność typu $ax^2+bx+c>0$, $ax^2+bx+c<0$, $ax^2+bx+c \ge 0$ albo $ax^2+bx+c \le 0$, gdzie $a \ne 0$."
0213,Jak rozwiązuje się nierówność kwadratową?,Wyznaczamy miejsca zerowe funkcji kwadratowej i badamy znak paraboli na przedziałach.
0214,Jak znak współczynnika $a$ wpływa na wykres funkcji kwadratowej?,"Jeśli $a>0$, ramiona paraboli są skierowane w górę. Jeśli $a<0$, ramiona paraboli są skierowane w dół."
0215,Jak rozwiązać nierówność $ax^2+bx+c>0$ gdy $a>0$?,"Jeśli są dwa miejsca zerowe $x_1$ i $x_2$, rozwiązaniem są przedziały poza miejscami zerowymi: $(-\infty,x_1) \cup (x_2,\infty)$."
0216,Jak rozwiązać nierówność $ax^2+bx+c<0$ gdy $a>0$?,"Jeśli są dwa miejsca zerowe $x_1$ i $x_2$, rozwiązaniem jest przedział między miejscami zerowymi: $(x_1,x_2)$."
0217,Co oznacza $\Delta=0$ w nierówności kwadratowej?,Funkcja ma jedno miejsce zerowe i nie zmienia znaku po jego obu stronach.
0218,Co oznacza $\Delta<0$ w nierówności kwadratowej?,Funkcja nie ma miejsc zerowych i ma stały znak zależny od współczynnika $a$.
0219,Czym jest zadanie optymalizacyjne?,"To zadanie, w którym szukamy największej albo najmniejszej wartości pewnej funkcji."
0220,Gdzie funkcja kwadratowa ma ekstremum?,Funkcja kwadratowa ma ekstremum w wierzchołku paraboli.
0221,Kiedy funkcja kwadratowa ma minimum?,"Funkcja kwadratowa ma minimum, gdy $a>0$."
0222,Kiedy funkcja kwadratowa ma maksimum?,"Funkcja kwadratowa ma maksimum, gdy $a<0$."
0223,Jak rozwiązywać optymalizację funkcją kwadratową na przedziale?,"Sprawdzamy wartość funkcji na końcach przedziału oraz w wierzchołku, jeśli wierzchołek należy do tego przedziału."
0224,"Jak sprawdzić, czy ciąg jest arytmetyczny?","Sprawdzamy, czy różnica $a_{n+1}-a_n$ jest stała."
0225,Czym jest różnica ciągu arytmetycznego?,"To stała liczba $r$, dla której $a_{n+1}-a_n=r$."
0226,"Jak sprawdzić, czy ciąg jest geometryczny?","Sprawdzamy, czy iloraz $\frac{a_{n+1}}{a_n}$ jest stały dla wyrazów $a_n \ne 0$."
0227,Czym jest iloraz ciągu geometrycznego?,"To stała liczba $q$, dla której $\frac{a_{n+1}}{a_n}=q$."
0228,Kiedy ciąg jest rosnący?,"Ciąg jest rosnący, gdy $a_{n+1}>a_n$ dla każdego rozpatrywanego $n$."
0229,Kiedy ciąg jest malejący?,"Ciąg jest malejący, gdy $a_{n+1}<a_n$ dla każdego rozpatrywanego $n$."
0230,Jak badać monotoniczność ciągu?,Analizujemy znak różnicy $a_{n+1}-a_n$.
0231,Jak monotoniczność ciągu arytmetycznego zależy od $r$?,"Jeśli $r>0$, ciąg jest rosnący. Jeśli $r<0$, ciąg jest malejący. Jeśli $r=0$, ciąg jest stały."
0232,Jakie są wartości funkcji trygonometrycznych dla $180^\circ$?,"Mamy $\sin 180^\circ=0$, $\cos 180^\circ=-1$ oraz $\operatorname{tg} 180^\circ=0$."
0233,Czym jest wielokąt foremny?,"To wielokąt, który ma wszystkie boki równe i wszystkie kąty równe."
0234,Ile wynosi suma kątów wewnętrznych $n$-kąta?,Suma kątów wewnętrznych $n$-kąta wynosi $(n-2) \cdot 180^\circ$.
0235,Ile wynosi kąt wewnętrzny $n$-kąta foremnego?,Kąt wewnętrzny $n$-kąta foremnego ma miarę $\frac{(n-2) \cdot 180^\circ}{n}$.
0236,Ile wynosi kąt zewnętrzny $n$-kąta foremnego?,Kąt zewnętrzny $n$-kąta foremnego ma miarę $\frac{360^\circ}{n}$.
0237,Ile wynosi kąt środkowy $n$-kąta foremnego?,Kąt środkowy $n$-kąta foremnego ma miarę $\frac{360^\circ}{n}$.
0238,Czym jest kąt między prostą a płaszczyzną?,To kąt między prostą a jej rzutem prostokątnym na tę płaszczyznę.
0239,Jaki kąt tworzy prosta prostopadła do płaszczyzny?,Prosta prostopadła do płaszczyzny tworzy z nią kąt $90^\circ$.
0240,Jaki kąt tworzy prosta równoległa do płaszczyzny?,Prosta równoległa do płaszczyzny tworzy z nią kąt $0^\circ$.
0241,Czym jest kąt dwuścienny?,"To kąt między dwiema półpłaszczyznami, czyli w praktyce np. kąt między dwiema ścianami bryły."
0242,Jak liczyć przekątną prostopadłościanu?,Przekątną prostopadłościanu liczymy ze wzoru $d=\sqrt{a^2+b^2+c^2}$.
0243,Jak liczyć przekątną sześcianu?,Przekątną sześcianu liczymy ze wzoru $d=a\sqrt{3}$.
0244,Jak liczyć przekątną ściany sześcianu?,Przekątną ściany sześcianu liczymy ze wzoru $d=a\sqrt{2}$.
0245,"Jeżeli każdy wymiar sześcianu zwiększymy $2$ razy, jak zmieni się długość jego krawędzi?",Długość krawędzi zwiększy się $2$ razy. To jest skala podobieństwa długości: $k=2$.
0246,"Jeżeli każdy wymiar sześcianu zwiększymy $2$ razy, jak zmieni się pole jednej ściany?","Pole jednej ściany zwiększy się $2^2=4$ razy, bo pole zależy od dwóch wymiarów: długości i szerokości."
0247,"Jeżeli każdy wymiar sześcianu zwiększymy $2$ razy, jak zmieni się jego objętość?","Objętość zwiększy się $2^3=8$ razy, bo objętość zależy od trzech wymiarów: długości, szerokości i wysokości."
0248,Bryła $B$ jest podobna do bryły $A$ w skali $k=3$. Ile razy większe są odpowiadające sobie długości?,"Odpowiadające sobie długości są $3$ razy większe, bo długości zmieniają się w skali $k$."
0249,Bryła $B$ jest podobna do bryły $A$ w skali $k=3$. Ile razy większe są odpowiadające sobie pola powierzchni?,"Odpowiadające sobie pola są $3^2=9$ razy większe, bo pola zmieniają się w skali $k^2$."
0250,Bryła $B$ jest podobna do bryły $A$ w skali $k=3$. Ile razy większe są objętości?,"Objętości są $3^3=27$ razy większe, bo objętości zmieniają się w skali $k^3$."
0251,Dwie podobne bryły mają skalę podobieństwa długości $k=4$. Jaką skalę mają ich pola i objętości?,"Pola są w skali $k^2=4^2=16$, a objętości w skali $k^3=4^3=64$."
0252,Objętości dwóch podobnych brył są w stosunku $8:1$. Jaka jest skala podobieństwa długości?,"Skoro objętości są w stosunku $8:1$, to $k^3=8$, więc $k=2$."
0253,Objętości dwóch podobnych brył są w stosunku $27:1$. W jakim stosunku są ich pola powierzchni?,"Najpierw liczymy skalę długości: $k^3=27$, więc $k=3$. Pola są w stosunku $k^2=9$, czyli $9:1$."
0254,Pola powierzchni dwóch podobnych brył są w stosunku $16:1$. W jakim stosunku są ich objętości?,"Najpierw liczymy skalę długości: $k^2=16$, więc $k=4$. Objętości są w stosunku $k^3=64$, czyli $64:1$."
0255,Jak brzmi twierdzenie o dwusiecznej kąta w trójkącie?,"Jeżeli dwusieczna kąta przy wierzchołku $C$ przecina bok $AB$ w punkcie $D$, to $\frac{|AD|}{|BD|}=\frac{|AC|}{|BC|}$."
0256,Jaki jest wzór na wysokość trójkąta prostokątnego opuszczoną na przeciwprostokątną?,"Jeżeli $D$ jest spodkiem wysokości opuszczonej z wierzchołka kąta prostego na przeciwprostokątną, to $h_c=\sqrt{|AD|\cdot|DB|}$."
0257,Jaki jest wzór na promień okręgu wpisanego w trójkąt prostokątny?,"Dla przyprostokątnych $a$, $b$ i przeciwprostokątnej $c$ promień okręgu wpisanego wynosi $r=\frac{a+b-c}{2}$."
0258,"Trójkąt ma wierzchołki $A=(x_A,y_A)$, $B=(x_B,y_B)$, $C=(x_C,y_C)$. Jak obliczyć współrzędne środka ciężkości $S$?","Środek ciężkości ma współrzędne $S=\left(\frac{x_A+x_B+x_C}{3},\frac{y_A+y_B+y_C}{3}\right)$."
