external_id,type,front_text,back_text,tf_answer,explanation
react_more_tf_math_random_key,true_false,`Math.random()` w `key` jest dobrym sposobem na uniknięcie problemów z listami.,,false,"Losowy `key` zmienia się przy każdym renderze, przez co React traci możliwość stabilnego dopasowania elementów."
react_more_tf_useid_for_list_keys,true_false,`useId()` jest zalecanym sposobem generowania `key` dla elementów dynamicznej listy.,,false,"`useId()` służy głównie do identyfikatorów dostępnościowych. Klucze list powinny pochodzić z danych, np. z ID rekordu."
react_more_tf_custom_hook_calls_hooks,true_false,Własny hook może wywoływać inne hooki Reacta.,,true,To podstawowy sens własnych hooków: opakować logikę opartą na hookach w funkcję zaczynającą się od `use`.
react_more_tf_hook_in_plain_function,true_false,"Hooki można wywoływać w zwykłej funkcji pomocniczej, która nie jest komponentem ani własnym hookiem.",,false,Hooki powinny być wywoływane w komponentach funkcyjnych albo własnych hookach.
react_more_tf_uselayouteffect_before_paint,true_false,`useLayoutEffect` uruchamia się przed odmalowaniem ekranu przez przeglądarkę.,,true,"Dlatego może blokować pokazanie zmian i powinien być używany ostrożnie, głównie do pomiarów layoutu."
react_more_tf_useeffect_after_paint,true_false,"`useEffect` zwykle nadaje się do efektów, które nie muszą blokować odmalowania ekranu.",,true,"Typowe efekty, takie jak pobranie danych lub subskrypcje, zwykle nie wymagają `useLayoutEffect`."
react_more_tf_usedebugvalue_behavior,true_false,`useDebugValue` zmienia logikę działania komponentu w produkcji.,,false,"`useDebugValue` służy do opisu własnych hooków w narzędziach deweloperskich, a nie do zmiany działania UI."
react_more_tf_usetransition_ispending,true_false,"`useTransition` udostępnia informację `isPending`, którą można wykorzystać do pokazania stanu oczekiwania.",,true,"`isPending` informuje, że transition nadal trwa i UI może pokazać lżejszy sygnał ładowania."
react_more_tf_starttransition_nonurgent,true_false,`startTransition` oznacza aktualizacje jako mniej pilne względem bezpośrednich interakcji użytkownika.,,true,To pomaga utrzymać responsywność przy cięższych aktualizacjach widoku.
react_more_tf_deferred_value_same_always,true_false,Wartość zwrócona przez `useDeferredValue` zawsze jest identyczna czasowo z wartością wejściową.,,false,"Deferred value może chwilowo pozostawać za wartością wejściową, gdy React opóźnia kosztowne odświeżenie."
react_more_tf_flushsync_everywhere,true_false,"`flushSync` powinno się stosować przy każdej aktualizacji stanu, aby aplikacja była bardziej przewidywalna.",,false,`flushSync` omija normalne mechanizmy planowania Reacta i powinno być używane rzadko.
react_more_tf_profiler_measures,true_false,Komponent `<Profiler>` może pomóc zmierzyć koszt renderowania części drzewa React.,,true,Profiler dostarcza callbackowi dane o renderowaniu wskazanej części aplikacji.
react_more_tf_context_value_change_consumers,true_false,Zmiana wartości przekazanej przez provider kontekstu może spowodować ponowny render konsumentów tego kontekstu.,,true,"Konsumenci reagują na zmianę wartości kontekstu, więc niestabilne wartości providera mogą powodować dodatkowe rendery."
react_more_tf_split_contexts,true_false,Rozdzielenie dużego kontekstu na mniejsze konteksty może pomóc ograniczyć niepotrzebne rendery.,,true,"Jeżeli różne części aplikacji używają różnych danych, osobne konteksty mogą zmniejszyć zakres aktualizacji."
react_more_tf_class_method_this,true_false,W komponentach klasowych metody obsługi zdarzeń mogą wymagać poprawnego powiązania `this`.,,true,Bez bindowania albo użycia pola klasy `this` może nie wskazywać instancji komponentu.
react_more_tf_setstate_function,true_false,Klasowe `setState` może przyjąć funkcję zależną od poprzedniego stanu.,,true,"Forma funkcyjna jest przydatna, gdy nowy stan zależy od poprzedniego, np. przy liczniku."
react_more_tf_purecomponent_deep_compare,true_false,`PureComponent` wykonuje głębokie porównanie zagnieżdżonych obiektów i tablic.,,false,`PureComponent` wykonuje płytkie porównanie. Zagnieżdżone mutacje mogą więc pozostać niewykryte.
react_more_tf_componentdidmount_before_render,true_false,`componentDidMount()` uruchamia się przed pierwszym wywołaniem `render()`.,,false,"Najpierw komponent jest renderowany i montowany, a dopiero potem wywoływane jest `componentDidMount()`."
react_more_tf_hydration_existing_html,true_false,"Hydratacja polega na podłączeniu Reacta do HTML, który już istnieje w dokumencie.",,true,To typowy mechanizm przy renderowaniu po stronie serwera: klient przejmuje istniejący markup.
react_more_tf_hydration_mismatch_ok,true_false,Różnice między HTML z serwera a pierwszym renderem klienta są zawsze bezpieczne i nie mają znaczenia.,,false,Niezgodności hydratacji mogą powodować ostrzeżenia i problemy z przewidywalnością UI.
react_more_tf_portal_event_bubbling,true_false,"Zdarzenia z elementu wyrenderowanego przez portal mogą propagować się zgodnie z drzewem React, a nie tylko fizycznym DOM.",,true,"Portal zmienia miejsce w DOM, ale element nadal pozostaje częścią drzewa React."
react_more_self_update_object_state,self_assess,"Wyjaśnij, jak poprawnie zaktualizować jedno pole obiektu trzymanego w stanie przez `useState`.",,,"Najczęściej tworzysz nowy obiekt, np. `setUser(prev => ({ ...prev, name: 'Ala' }))`. Nie mutujesz starego obiektu, bo React porównuje referencje."
react_more_self_update_array_add,self_assess,"Wyjaśnij, jak dodać element do tablicy w stanie bez mutowania poprzedniej tablicy.",,,"Typowy zapis to `setItems(prev => [...prev, newItem])`. Tworzysz nową tablicę zamiast używać mutującego `push()` na stanie."
react_more_self_update_array_remove,self_assess,"Wyjaśnij, jak usunąć element z tablicy w stanie w sposób zgodny z Reactem.",,,"Zwykle używasz `filter()`, np. `setItems(prev => prev.filter(item => item.id !== id))`. Wynikiem jest nowa tablica."
react_more_self_update_array_item,self_assess,"Wyjaśnij, jak zaktualizować jeden element tablicy w stanie, zachowując niemutowalność.",,,"Częsty schemat to `map()`: dla pasującego elementu zwracasz kopię ze zmianą, a dla pozostałych zwracasz stare elementy."
react_more_self_functional_updater,self_assess,"Wyjaśnij, kiedy forma `setState(prev => ...)` jest bezpieczniejsza niż użycie aktualnej zmiennej stanu.",,,"Forma funkcyjna jest lepsza, gdy nowa wartość zależy od poprzedniej, zwłaszcza przy kilku aktualizacjach wykonywanych blisko siebie."
react_more_self_lazy_initial_state,self_assess,"Wyjaśnij, po co w `useState` można przekazać funkcję inicjalizującą zamiast gotowej wartości.",,,"Funkcja inicjalizująca wykona się przy inicjalizacji stanu, więc nadaje się do kosztownych obliczeń wartości początkowej."
react_more_self_value_vs_defaultvalue,self_assess,Wyjaśnij różnicę między `value` a `defaultValue` w polu formularza React.,,,`value` zwykle oznacza pole kontrolowane przez stan Reacta. `defaultValue` ustawia tylko wartość początkową pola niekontrolowanego.
react_more_self_checked_vs_defaultchecked,self_assess,Wyjaśnij różnicę między `checked` a `defaultChecked` dla checkboxa.,,,`checked` kontroluje bieżący stan przez Reacta. `defaultChecked` ustawia tylko początkowe zaznaczenie pola niekontrolowanego.
react_more_self_form_validation_state,self_assess,Opisz prosty schemat przechowywania błędów walidacji formularza w stanie React.,,,"Można trzymać obiekt `errors`, np. `{ email: 'Niepoprawny email' }`, aktualizować go przy submit albo blur i wyświetlać komunikaty obok pól."
react_more_self_onblur_validation,self_assess,"Wyjaśnij, kiedy walidacja w `onBlur` może być lepsza niż walidacja przy każdym `onChange`.",,,"`onBlur` ogranicza liczbę komunikatów podczas pisania. Użytkownik widzi błąd dopiero po opuszczeniu pola, co bywa mniej irytujące."
react_more_self_useid_accessibility,self_assess,"Wyjaśnij, jak `useId` pomaga przy dostępności formularzy.",,,"`useId` pozwala wygenerować stabilne ID, którym można połączyć `<label htmlFor>` z `<input id>`, bez ręcznego pilnowania unikalności."
react_more_self_uselayouteffect_vs_useeffect,self_assess,Wyjaśnij różnicę między `useEffect` a `useLayoutEffect` na praktycznym przykładzie.,,,"`useEffect` nadaje się do efektów po renderze, które nie blokują ekranu. `useLayoutEffect` stosuje się ostrożnie, gdy trzeba zmierzyć DOM i zmienić layout przed odmalowaniem."
react_more_self_usetransition_search,self_assess,"Wyjaśnij, jak `useTransition` może pomóc przy filtrowaniu dużej listy podczas pisania w input.",,,"Aktualizację tekstu można zostawić pilną, a ciężkie filtrowanie listy oznaczyć jako transition. Dzięki temu wpisywanie może pozostać płynniejsze."
react_more_self_usedeferredvalue_search,self_assess,"Wyjaśnij, jak `useDeferredValue` może pomóc przy ciężkim renderowaniu wyników wyszukiwania.",,,"Input może reagować natychmiast, a lista wyników może renderować się według opóźnionej wartości. Użytkownik czuje mniejsze przycinanie interfejsu."
react_more_self_usesyncexternalstore,self_assess,"Wyjaśnij, do czego służy `useSyncExternalStore` i dlaczego nie jest zwykłym zamiennikiem `useState`.",,,Ten hook synchronizuje komponent z zewnętrznym źródłem danych. Przy zwykłym lokalnym stanie komponentu nadal najczęściej wystarczy `useState` albo `useReducer`.
react_more_self_useimperativehandle,self_assess,"Wyjaśnij, kiedy `useImperativeHandle` może być uzasadniony, a kiedy lepiej go unikać.",,,"Ma sens przy kontrolowanym wystawieniu metod, np. `focus()`. Nadużywanie go osłabia deklaratywny styl Reacta i zwiększa sprzężenie komponentów."
react_more_self_usedebugvalue,self_assess,"Wyjaśnij, po co można użyć `useDebugValue` we własnym hooku.",,,"`useDebugValue` dodaje opis widoczny w narzędziach deweloperskich, co pomaga debugować własne hooki bez zmiany działania aplikacji."
react_more_self_profiler_use,self_assess,"Wyjaśnij, jak podejść do używania React Profiler przy szukaniu problemów wydajnościowych.",,,"Najpierw mierzysz, które komponenty renderują się często lub drogo. Potem szukasz przyczyn: niestabilnych propsów, dużych obliczeń, szerokiego kontekstu albo złych kluczy."
react_more_self_class_lifecycle_to_hooks,self_assess,Porównaj klasyczne lifecycle komponentu klasowego z typowym użyciem `useEffect` w komponencie funkcyjnym.,,,"`componentDidMount`, `componentDidUpdate` i `componentWillUnmount` często mapują się na `useEffect` z odpowiednimi zależnościami oraz cleanupem."
react_more_self_class_setstate_vs_usestate,self_assess,Wyjaśnij różnicę między klasowym `setState` dla obiektu a setterem z `useState`.,,,"Klasowe `setState` płytko scala obiekt. Setter z `useState` zastępuje całą wartość, więc przy obiektach trzeba skopiować zachowywane pola."
react_more_self_do_not_define_component_inside,self_assess,"Wyjaśnij, dlaczego zwykle nie warto definiować komponentu wewnątrz innego komponentu.",,,"Nowa definicja komponentu powstaje przy każdym renderze rodzica, co może resetować stan dziecka i utrudniać optymalizację."
react_more_self_render_prop_pattern,self_assess,"Wyjaśnij, czym jest render prop w React i jaki problem rozwiązuje.",,,"Render prop to przekazanie funkcji jako propsa, aby komponent mógł oddać część decyzji renderowania rodzicowi i współdzielić logikę."
react_more_self_compound_components,self_assess,Wyjaśnij ideę compound components na przykładzie komponentu typu `Tabs`.,,,"Zamiast jednego ogromnego propsa API tworzysz powiązane komponenty, np. `Tabs`, `Tabs.List`, `Tabs.Trigger`, `Tabs.Panel`, które razem budują całość."
react_more_self_context_provider_value,self_assess,"Wyjaśnij, dlaczego warto uważać na tworzenie nowego obiektu jako `value` providera kontekstu przy każdym renderze.",,,Nowa referencja `value` może powodować rerendery konsumentów. Czasem pomaga podział kontekstów albo memoizacja wartości providera.
react_more_self_colocate_state,self_assess,"Wyjaśnij zasadę trzymania stanu możliwie blisko miejsca, które go używa.",,,"Stan umieszczony zbyt wysoko powoduje szersze rerendery i większe sprzężenie. Stan lokalny upraszcza komponenty, jeśli nie musi być współdzielony."
react_more_self_key_resets_state,self_assess,"Wyjaśnij, jak zmiana `key` komponentu może zresetować jego stan.",,,"Dla Reacta inny `key` oznacza inną instancję elementu. Stary komponent może zostać odmontowany, a nowy zamontowany z początkowym stanem."
react_more_self_state_position,self_assess,"Wyjaśnij, dlaczego React zachowuje albo resetuje stan zależnie od pozycji komponentu w drzewie.",,,"Stan jest powiązany z miejscem komponentu w drzewie renderowania. Gdy typ lub `key` w tej pozycji się zmienia, React może potraktować to jako nowy komponent."
react_more_self_hydration,self_assess,"Wyjaśnij własnymi słowami, czym jest hydratacja w aplikacji React renderowanej po stronie serwera.",,,"Serwer wysyła gotowy HTML, a klient uruchamia Reacta i podpina interaktywność do istniejącego markup'u przez hydratację."
react_more_self_hydration_mismatch,self_assess,"Wyjaśnij, czym jest hydration mismatch i podaj jedną typową przyczynę.",,,"To niezgodność między HTML z serwera a pierwszym renderem klienta. Przyczyną może być np. losowa wartość, data albo kod zależny od przeglądarki wykonany podczas renderu."
react_more_self_portal_events,self_assess,"Wyjaśnij, dlaczego zdarzenia z portalu mogą nadal zachowywać się tak, jakby element był częścią drzewa React rodzica.",,,"Portal przenosi element w inne miejsce DOM, ale logicznie nadal należy on do drzewa React, więc propagacja zdarzeń może iść przez komponenty React."
react_extra_createelement_api,traditional,Jakiej funkcji React można użyć do utworzenia elementu bez składni JSX?,createElement(),,"`createElement()` tworzy obiekt elementu React. JSX jest zwykle czytelniejszą składnią, która finalnie reprezentuje takie elementy."
react_extra_cloneelement_api,traditional,"Jakiej funkcji React użyjesz, jeśli chcesz sklonować istniejący element React i nadpisać część jego propsów?",cloneElement(),,`cloneElement()` pozwala utworzyć nowy element na bazie istniejącego elementu. To narzędzie awaryjne; zwykle lepsza jest kompozycja.
react_extra_isvalidelement_api,traditional,"Jakiej funkcji React użyjesz, aby sprawdzić, czy dana wartość jest elementem React?",isValidElement(),,"`isValidElement()` sprawdza, czy wartość jest elementem React, a nie np. samą funkcją komponentu albo zwykłym obiektem."
react_extra_fragment_named_component,traditional,Jak nazywa się pełny komponent React używany zamiast skrótu `<>...</>`?,Fragment,,`Fragment` pozwala grupować elementy bez dodawania dodatkowego węzła DOM. Pełna forma bywa potrzebna np. przy `key`.
react_extra_strictmode_component,traditional,Jaki komponent React włącza dodatkowe kontrole deweloperskie dla drzewa komponentów?,StrictMode,,`StrictMode` pomaga wykrywać problemy w czasie developmentu. Nie służy do renderowania widocznego UI.
react_extra_suspense_fallback_prop,traditional,"Jak nazywa się props komponentu `<Suspense>`, który określa UI pokazywany podczas oczekiwania?",fallback,,"`fallback` wskazuje element wyświetlany, gdy dziecko zawiesi renderowanie, np. przez leniwe ładowanie komponentu."
react_extra_lazy_default_export,traditional,Jaki eksport powinien zwrócić moduł ładowany przez `React.lazy()`?,default,,`React.lazy()` oczekuje modułu z eksportem domyślnym komponentu. Dlatego dynamiczny import powinien wskazywać komponent jako `default`.
react_extra_memo_compare_arg,traditional,Jak zwykle nazywa się opcjonalna funkcja porównująca propsy przekazywana jako drugi argument do `memo`?,arePropsEqual,,"Drugi argument `memo` może zdecydować, czy propsy są równoważne. Funkcja często jest opisywana jako `arePropsEqual`."
react_extra_usedebugvalue_hook,traditional,"Jakiego hooka użyjesz, aby pokazać pomocniczą etykietę własnego hooka w React DevTools?",useDebugValue(),,`useDebugValue()` służy głównie do debugowania własnych hooków. Nie powinien być potrzebny do zwykłej logiki komponentu.
react_extra_useoptimistic_hook,traditional,"Jaki hook React służy do pokazania tymczasowego, optymistycznego stanu podczas operacji asynchronicznej?",useOptimistic(),,"`useOptimistic()` pozwala pokazać użytkownikowi przewidywany wynik operacji, zanim serwer lub akcja asynchroniczna faktycznie się zakończy."
react_extra_useactionstate_hook,traditional,Jaki hook React pomaga przechowywać wynik akcji formularza razem ze stanem oczekiwania?,useActionState(),,"`useActionState()` wiąże akcję z aktualizacją stanu i zwraca m.in. informację, czy akcja jest w toku."
react_extra_use_api_name,traditional,"Jak nazywa się API React pozwalające odczytać wartość zasobu, np. Promise albo Context?",use(),,`use()` może czytać zasób w komponencie lub hooku. W odróżnieniu od klasycznych hooków ma specjalne reguły użycia.
react_extra_usereducer_dispatch_name,traditional,"Jak zwykle nazywa się funkcja zwracana przez `useReducer`, która wysyła akcję do reducera?",dispatch,,`dispatch` przekazuje akcję do reducera. Reducer oblicza następny stan na podstawie poprzedniego stanu i akcji.
react_extra_usereducer_action_name,traditional,Jak zwykle nazywa się obiekt przekazywany do `dispatch` w schemacie `useReducer`?,action,,"W `useReducer` akcja opisuje, co się wydarzyło. Często ma pole `type` i opcjonalne dane dodatkowe."
react_extra_usereducer_action_type,traditional,Jak zwykle nazywa się pole akcji określające jej rodzaj w reducerze?,type,,"Pole `type` pomaga reducerowi rozpoznać, jaką zmianę stanu ma wykonać."
react_extra_root_render_method,traditional,"Jaką metodę obiektu root wywołasz, aby wyrenderować aplikację React?",render(),,"Po `createRoot(container)` wywołuje się `root.render(<App />)`, aby pokazać aplikację w wybranym kontenerze DOM."
react_extra_root_unmount_method,traditional,"Jaką metodę obiektu root wywołasz, aby odmontować całe drzewo React z kontenera?",unmount(),,`root.unmount()` usuwa drzewo React z danego roota i wykonuje odpowiednie sprzątanie efektów.
react_extra_portal_second_arg,traditional,"Co jest drugim argumentem funkcji `createPortal(children, domNode)`?",domNode,,"Drugi argument `createPortal` wskazuje fizyczny węzeł DOM, do którego mają trafić dzieci portalu."
react_extra_profiler_id_prop,traditional,"Jak nazywa się props `<Profiler>`, który identyfikuje mierzoną część drzewa?",id,,"`id` pomaga rozpoznać, którego fragmentu drzewa dotyczą dane przekazane do callbacka `onRender`."
react_extra_event_capture_suffix,traditional,"Jaki sufiks dodasz do nazwy eventu React, aby obsłużyć fazę capture, np. `onClick...`?",Capture,,"W React można używać nazw takich jak `onClickCapture`, aby obsłużyć zdarzenie w fazie przechwytywania."
react_extra_event_double_click,traditional,Jaki props JSX obsługuje podwójne kliknięcie?,onDoubleClick,,`onDoubleClick` jest reactową nazwą obsługi zdarzenia podwójnego kliknięcia.
react_extra_event_key_down,traditional,"Jaki props JSX obsługuje naciśnięcie klawisza, zanim użytkownik go puści?",onKeyDown,,`onKeyDown` uruchamia handler po wciśnięciu klawisza. Do reakcji po puszczeniu klawisza służy `onKeyUp`.
react_extra_event_focus,traditional,Jaki props JSX obsługuje uzyskanie fokusu przez element?,onFocus,,"`onFocus` jest używany np. przy inputach, gdy pole staje się aktywne."
react_extra_event_mouse_enter,traditional,Jaki props JSX obsługuje wejście kursora myszy nad element?,onMouseEnter,,"`onMouseEnter` reaguje, gdy kursor wchodzi nad dany element."
react_extra_event_target_name,traditional,Z jakiej właściwości eventu formularza najczęściej odczytasz nazwę pola input?,event.target.name,,"`event.target.name` pozwala rozpoznać, które pole formularza wywołało zmianę, np. przy jednym handlerze dla wielu inputów."
react_extra_textarea_value_prop,traditional,Który props kontroluje aktualną wartość elementu `<textarea>` w React?,value,,"W React `textarea` kontroluje się przez `value` i `onChange`, podobnie jak zwykły input tekstowy."
react_extra_select_multiple_prop,traditional,Który props elementu `<select>` pozwala wybrać więcej niż jedną opcję?,multiple,,`multiple` zmienia select w pole wielokrotnego wyboru. Wtedy wartość kontrolowana zwykle jest tablicą wybranych wartości.
react_extra_dangerously_html_prop,traditional,Jaki props React służy do wstawiania surowego HTML do elementu?,dangerouslySetInnerHTML,,"`dangerouslySetInnerHTML` omija normalne escapowanie tekstu, więc wymaga ostrożności przy danych od użytkownika."
react_extra_dangerously_html_key,traditional,Jak nazywa się pole obiektu przekazywanego do `dangerouslySetInnerHTML`?,__html,,"React wymaga formy `dangerouslySetInnerHTML={{ __html: html }}`. Nazwa podkreśla, że operacja może być ryzykowna."
react_extra_suppress_hydration_warning,traditional,Jaki props może wyciszyć ostrzeżenie o różnicy hydratacji dla konkretnego elementu?,suppressHydrationWarning,,`suppressHydrationWarning` jest awaryjnym narzędziem przy świadomych różnicach między HTML serwera a klienta.
react_extra_tf_jsx_createelement_relation,true_false,"JSX jest wygodną składnią opisującą elementy React, a nie osobnym systemem renderowania.",,true,"JSX pozwala pisać strukturę UI czytelniej, ale reprezentuje elementy React przetwarzane przez narzędzia budujące aplikację."
react_extra_tf_createelement_mutates_dom,true_false,Samo wywołanie `createElement()` natychmiast zmienia prawdziwy DOM.,,false,`createElement()` tworzy element React jako opis UI. Prawdziwy DOM jest aktualizowany dopiero przez renderer Reacta.
react_extra_tf_cloneelement_mutates_original,true_false,`cloneElement()` modyfikuje oryginalny element React przekazany jako argument.,,false,Elementy React są traktowane jako niemutowalne. `cloneElement()` zwraca nowy element z połączonymi lub nadpisanymi propsami.
react_extra_tf_isvalidelement_component_function,true_false,"`isValidElement(MyComponent)` zwróci `true`, jeśli `MyComponent` jest zwykłą funkcją komponentu.",,false,Funkcja komponentu nie jest jeszcze elementem React. Elementem byłby np. wynik JSX: `<MyComponent />`.
react_extra_tf_fragment_named_key,true_false,Pełna forma `<Fragment key={...}>` może być użyteczna przy renderowaniu list fragmentów.,,true,"Skrócona składnia fragmentu nie przyjmuje `key`, dlatego przy listach fragmentów używa się pełnej formy."
react_extra_tf_short_fragment_key,true_false,Skrót `<>...</>` pozwala przekazać props `key` bez żadnych ograniczeń.,,false,"Skrócony fragment nie przyjmuje propsów. Gdy potrzebny jest `key`, używa się pełnego `<Fragment key={...}>`."
react_extra_tf_strictmode_dev_only_checks,true_false,`StrictMode` uruchamia dodatkowe kontrole głównie w trybie deweloperskim.,,true,`StrictMode` pomaga wykrywać problemy przed produkcją. Nie jest mechanizmem stylowania ani widocznym elementem interfejsu.
react_extra_tf_strictmode_visible_dom,true_false,`<StrictMode>` dodaje widoczny element HTML do drzewa DOM.,,false,`StrictMode` jest komponentem pomocniczym Reacta i nie renderuje dodatkowego widocznego węzła DOM.
react_extra_tf_suspense_error_boundary,true_false,`Suspense` zastępuje error boundary i łapie wszystkie błędy renderowania.,,false,"`Suspense` służy do obsługi oczekiwania, np. na leniwy komponent lub zasób. Błędy obsługuje error boundary."
react_extra_tf_lazy_default_needed,true_false,Komponent ładowany przez `lazy()` powinien pochodzić z eksportu domyślnego modułu.,,true,"`lazy()` oczekuje, że Promise rozwiąże się do modułu z polem `default`, które jest komponentem."
react_extra_tf_memo_shallow_default,true_false,"`memo` domyślnie porównuje propsy w sposób płytki, a nie głęboko rekurencyjny.",,true,"Płytkie porównanie oznacza, że nowe referencje obiektów, tablic lub funkcji mogą zostać uznane za zmianę propsów."
react_extra_tf_memo_custom_compare,true_false,Do `memo` można przekazać własną funkcję porównującą poprzednie i następne propsy.,,true,"Drugi argument `memo` pozwala kontrolować decyzję, czy komponent może pominąć ponowny render."
react_extra_tf_usememo_correctness,true_false,Poprawność działania komponentu nie powinna zależeć od `useMemo`; `useMemo` jest narzędziem optymalizacyjnym.,,true,Kod powinien działać logicznie również bez memoizacji. `useMemo` ma ograniczać koszt obliczeń lub stabilizować referencje w wybranych przypadkach.
react_extra_tf_usecallback_deps,true_false,"`useCallback` może zwrócić nową funkcję, gdy zmieni się jedna z jego zależności.",,true,`useCallback` stabilizuje referencję tylko dopóki zależności pozostają takie same.
react_extra_tf_reducer_pure,true_false,Reducer używany z `useReducer` powinien być czystą funkcją obliczającą następny stan.,,true,"Reducer powinien zwracać nowy stan na podstawie argumentów, bez efektów ubocznych takich jak requesty lub ręczna zmiana DOM."
react_extra_tf_reducer_mutate_state,true_false,W reducerze najlepiej bezpośrednio mutować poprzedni stan i zwracać ten sam obiekt.,,false,"W typowym Reactowym reducerze zwraca się nowy obiekt lub nową tablicę, aby React mógł wykryć zmianę stanu."
react_extra_tf_dispatch_immediate_result,true_false,`dispatch` z `useReducer` zwraca nowy stan jako wynik wywołania.,,false,"`dispatch` zleca aktualizację. Nowy stan będzie dostępny w kolejnym renderze, a nie jako wartość zwrócona przez `dispatch`."
react_extra_tf_use_conditional_allowed,true_false,API `use()` ma inne reguły niż klasyczne hooki i może być wywołane warunkowo w komponencie lub hooku.,,true,"`use()` może być wywoływane w warunkach i pętlach, ale nadal tylko wewnątrz komponentu lub hooka. Nie jest zwykłą funkcją pomocniczą i ma własne ograniczenia, np. nie należy wywoływać go w `try/catch`."
react_extra_tf_use_reads_promise_context,true_false,`use()` może odczytywać zasób taki jak Promise albo Context.,,true,`use(resource)` zwraca odczytaną wartość zasobu. Przy Promise współpracuje z mechanizmem oczekiwania.
react_extra_tf_useoptimistic_permanent,true_false,`useOptimistic` służy do trwałego zastąpienia danych z serwera lokalnym stanem bez potrzeby synchronizacji.,,false,Stan optymistyczny jest tymczasowym widokiem na czas operacji. Po zakończeniu akcji trzeba nadal uzgodnić UI z rzeczywistym wynikiem.
react_extra_tf_useactionstate_pending,true_false,"`useActionState` może udostępniać informację, że akcja jest aktualnie w toku.",,true,"Hook zwraca m.in. stan, funkcję akcji oraz flagę oczekiwania, co pomaga obsługiwać formularze i akcje asynchroniczne."
react_extra_tf_form_action_function,true_false,W Reactowym formularzu props `action` może wskazywać funkcję obsługującą akcję formularza.,,true,"Nowoczesny React DOM wspiera funkcje jako akcje formularzy, zwłaszcza w połączeniu z mechanizmami akcji."
react_extra_tf_root_unmount_cleanup,true_false,`root.unmount()` odmontowuje drzewo React i pozwala wykonać cleanup efektów.,,true,"Odmontowanie roota usuwa komponenty z kontenera i uruchamia sprzątanie tam, gdzie komponenty je zdefiniowały."
react_extra_tf_return_false_prevent_default,true_false,W handlerze React samo `return false` jest standardowym sposobem na zatrzymanie domyślnego zachowania formularza.,,false,W React należy jawnie wywołać `event.preventDefault()`. Samo `return false` nie jest właściwym mechanizmem Reacta.
react_extra_tf_capture_suffix,true_false,Handler `onClickCapture` obsługuje kliknięcie w fazie capture.,,true,Sufiks `Capture` pozwala podpiąć handler do fazy przechwytywania zdarzenia.
react_extra_tf_textarea_children_value,true_false,"W React kontrolowana zawartość `<textarea>` powinna być zwykle ustawiana przez `value`, a nie przez tekst między tagami.",,true,React traktuje `textarea` podobnie do inputa: kontrolowana wartość idzie przez `value` i `onChange`.
react_extra_tf_select_multiple_array,true_false,Dla kontrolowanego `<select multiple>` wartością może być tablica wybranych wartości.,,true,"Przy wielokrotnym wyborze trzeba reprezentować kilka zaznaczonych opcji, więc tablica jest naturalnym kształtem stanu."
react_extra_tf_dangerous_html_escaped,true_false,Treść przekazana przez `dangerouslySetInnerHTML` jest automatycznie traktowana jak zwykły tekst i zawsze bezpiecznie escapowana.,,false,"Ten mechanizm wstawia surowy HTML, dlatego nie należy przekazywać tam niezaufanych danych bez sanityzacji."
react_extra_tf_state_same_position_preserved,true_false,"React zwykle zachowuje stan komponentu, jeśli ten sam typ komponentu pozostaje w tym samym miejscu drzewa.",,true,"React kojarzy stan z pozycją w drzewie UI. Gdy typ i pozycja pozostają zgodne, stan zwykle jest zachowany."
react_extra_tf_key_can_reset_state,true_false,Zmiana `key` komponentu może wymusić zresetowanie jego lokalnego stanu.,,true,"Inny `key` mówi Reactowi, że to inna instancja komponentu, więc poprzedni stan nie musi zostać zachowany."
react_extra_self_createelement_vs_jsx,self_assess,"Wyjaśnij, czym różni się pisanie JSX od ręcznego użycia `createElement()`.",,,"JSX jest wygodną składnią opisu UI, a `createElement()` to niższy poziom tworzenia elementów React. W typowym kodzie aplikacji JSX jest czytelniejsze."
react_extra_self_cloneelement_caution,self_assess,"Wyjaśnij, dlaczego `cloneElement()` powinno być używane ostrożnie.",,,"`cloneElement()` może ukrywać przepływ danych i utrudniać zrozumienie, skąd komponent dostaje propsy. Często prostsza jest kompozycja lub jawne przekazywanie propsów."
react_extra_self_isvalidelement_use,self_assess,"Wyjaśnij, kiedy `isValidElement()` może być przydatne, a czego nie sprawdza.",,,"Może pomóc przy API przyjmującym dowolne dzieci lub wartości. Sprawdza element React, ale nie mówi, czy komponent poprawnie się wyrenderuje."
react_extra_self_fragment_named_vs_short,self_assess,Wyjaśnij różnicę między `<>...</>` a `<Fragment>...</Fragment>` w praktycznym użyciu.,,,"Obie formy grupują dzieci bez dodatkowego DOM. Pełny `Fragment` przydaje się, gdy trzeba przekazać `key`, np. przy mapowaniu listy fragmentów."
react_extra_self_strictmode_purpose,self_assess,"Wyjaśnij, po co otaczać aplikację komponentem `<StrictMode>`.",,,"`StrictMode` włącza dodatkowe kontrole deweloperskie i pomaga wykryć niebezpieczne wzorce, np. efekty bez poprawnego sprzątania lub nieczystą logikę renderu."
react_extra_self_suspense_vs_error_boundary,self_assess,Wyjaśnij różnicę między rolą `Suspense` a rolą error boundary.,,,`Suspense` obsługuje oczekiwanie i pokazuje fallback. Error boundary obsługuje błędy renderowania w poddrzewie. To są różne mechanizmy.
